word	cantonese_count	mandarin_count
歷代	4	1
死傷	4	1
死對頭	4	1
母乳	4	1
毛病	4	1
氈	4	1
水冷	4	1
沉悶	4	1
沉澱	4	1
油性	4	1
油缸	4	1
泥水	4	1
流年	4	1
海產	4	1
海豹	4	1
消腫	4	1
混種	4	1
淺色	4	1
清潔劑	4	1
溶化	4	1
滅火	4	1
漸	4	1
潛艇	4	1
澳元	4	1
無人機	4	1
無家可歸	4	1
煙幕	4	1
熱心	4	1
燈位	4	1
燕子	4	1
爭鬥	4	1
牛丸	4	1
牽引	4	1
獲勝	4	1
王牌	4	1
現形	4	1
生平	4	1
生擒	4	1
用地	4	1
由來	4	1
疑犯	4	1
登基	4	1
發人深省	4	1
發熱	4	1
盜	4	1
直屬	4	1
相約	4	1
相輔相成	4	1
眨眼	4	1
眼紅	4	1
着想	4	1
破處	4	1
碌卡	4	1
碎紙	4	1
磁石	4	1
示愛	4	1
神台	4	1
穩固	4	1
範文	4	1
簡陋	4	1
籌備	4	1
籮	4	1
粉腸	4	1
粗暴	4	1
粵菜	4	1
糭	4	1
紅菜頭	4	1
紓緩	4	1
純屬	4	1
結識	4	1
絕佳	4	1
絨	4	1
統計學	4	1
經濟體	4	1
縮水	4	1
縱使	4	1
繪圖	4	1
老本	4	1
老點	4	1
肉鬆	4	1
肚臍	4	1
胃潰瘍	4	1
腐敗	4	1
腳踏實地	4	1
膀胱	4	1
臨近	4	1
自殘	4	1
舉足輕重	4	1
舞臺劇	4	1
花期	4	1
英尺	4	1
茅	4	1
草木	4	1
萬歲	4	1
薄扶林	4	1
號稱	4	1
螳螂	4	1
血汗錢	4	1
補上	4	1
製衣	4	1
西芹	4	1
見稱	4	1
親情	4	1
親愛	4	1
解剖	4	1
觸及	4	1
訂金	4	1
訓話	4	1
認購	4	1
誘發	4	1
語句	4	1
諸多	4	1
謹記	4	1
警惕	4	1
變體	4	1
豬腳	4	1
販	4	1
貴婦	4	1
贈	4	1
超值	4	1
趣事	4	1
輕快	4	1
輾轉	4	1
轉達	4	1
轟炸	4	1
辦公	4	1
近郊	4	1
迫使	4	1
追逐	4	1
逃跑	4	1
遊蕩	4	1
過招	4	1
道友	4	1
適宜	4	1
遺體	4	1
部件	4	1
醫保	4	1
重量級	4	1
釐清	4	1
鐵皮	4	1
長篇	4	1
門牌	4	1
門鎖	4	1
閃光燈	4	1
開山	4	1
開端	4	1
關照	4	1
阻隔	4	1
陰功	4	1
雞精	4	1
離島	4	1
雲層	4	1
霞	4	1
領軍	4	1
風俗	4	1
風車	4	1
飽受	4	1
首度	4	1
馬虎	4	1
馬賽	4	1
馬頭	4	1
驅	4	1
魔幻	4	1
鰭	4	1
鹼	4	1
黃河	4	1
點滴	4	1
點燈	4	1
齒輪	4	1
420	4	0
67	4	0
BBQ	4	0
GB	4	0
Seven	4	0
UV	4	0
admin	4	0
agent	4	0
bar	4	0
bio	4	0
click	4	0
contact	4	0
cute	4	0
file	4	0
follow	4	0
free	4	0
gym	4	0
hall	4	0
marketing	4	0
mark低	4	0
menu	4	0
message	4	0
modem	4	0
notes	4	0
percent	4	0
quit	4	0
rap	4	0
search	4	0
sorry	4	0
staff	4	0
sweet	4	0
take	4	0
tea	4	0
trainee	4	0
zip	4	0
㧬	4	0
㷫	4	0
一分一毫	4	0
一望無際	4	0
一次又一次	4	0
一瞬間	4	0
三分波	4	0
三大	4	0
上址	4	0
下垂	4	0
下欄	4	0
不過不失	4	0
両	4	0
並用	4	0
主廚	4	0
主體	4	0
么	4	0
乒乓波	4	0
了哥	4	0
事半功倍	4	0
二五仔	4	0
二次大戰	4	0
互惠互利	4	0
亞運會	4	0
亞馬遜河	4	0
交惡	4	0
交投	4	0
亮相	4	0
人身安全	4	0
人類學	4	0
今個星期	4	0
介詞	4	0
付費	4	0
代碼	4	0
任期	4	0
仿	4	0
佘	4	0
佣	4	0
使費	4	0
促銷	4	0
保守黨	4	0
俯瞰	4	0
倒瀉	4	0
倒立	4	0
借過	4	0
停滯不前	4	0
停課	4	0
停電	4	0
偷嘢	4	0
備有	4	0
催淚	4	0
傭	4	0
傳訊	4	0
傻佬	4	0
傾掂	4	0
儘快	4	0
先導	4	0
先驅	4	0
免受	4	0
兒時	4	0
入息	4	0
入閘	4	0
全天候	4	0
全球暖化	4	0
全稱	4	0
兩公婆	4	0
公噸	4	0
公職	4	0
公轉	4	0
共處	4	0
冰雹	4	0
冷衫	4	0
凌	4	0
凝固	4	0
凡係	4	0
凳仔	4	0
凸點	4	0
凹陷	4	0
出波	4	0
分期付款	4	0
分泌物	4	0
分清	4	0
切口	4	0
刊憲	4	0
初次	4	0
初賽	4	0
利是	4	0
到埗	4	0
到家	4	0
前夕	4	0
創刊	4	0
劃一	4	0
劍擊	4	0
力學	4	0
加侖	4	0
加密貨幣	4	0
加租	4	0
劫案	4	0
動彈	4	0
務必	4	0
勝地	4	0
募	4	0
包租婆	4	0
化學式	4	0
化工	4	0
北水	4	0
北越	4	0
匱乏	4	0
升格	4	0
南極洲	4	0
南越	4	0
卡塔爾	4	0
印尼話	4	0
印度洋	4	0
危及	4	0
即時傳譯	4	0
參數	4	0
反義詞	4	0
受控	4	0
口口聲聲	4	0
史詩	4	0
右派	4	0
司令	4	0
各式	4	0
各樣	4	0
同姓	4	0
同理心	4	0
同聲	4	0
含義	4	0
吸取	4	0
呃like	4	0
呠	4	0
咩環境	4	0
咬字	4	0
咸片	4	0
唔係路	4	0
唔忿氣	4	0
唔為意	4	0
啓發	4	0
啱心水	4	0
喐	4	0
單層	4	0
嗮	4	0
嗱嗱臨	4	0
嗲	4	0
噉就	4	0
噴泉	4	0
嚇大	4	0
回塘	4	0
固有	4	0
圍牆	4	0
圓咕碌	4	0
土著	4	0
在世	4	0
地心吸力	4	0
地牢	4	0
地表	4	0
坐定定	4	0
垢	4	0
埋一份	4	0
埋位	4	0
埋口	4	0
埋堆	4	0
埋手	4	0
埋頭	4	0
城區	4	0
埞	4	0
執生	4	0
基因改造	4	0
塚	4	0
墓地	4	0
墨水	4	0
墨西哥城	4	0
壟	4	0
夢遊	4	0
夥記	4	0
大包	4	0
大日子	4	0
大滿貫	4	0
大熊貓	4	0
大脾	4	0
大蒜	4	0
大酒店	4	0
央行	4	0
失明	4	0
套現	4	0
女童	4	0
奶樽	4	0
好地地	4	0
好好地	4	0
好日	4	0
好醜	4	0
如此類推	4	0
妃	4	0
姚	4	0
威士忌	4	0
威尼斯	4	0
媾女	4	0
孕育	4	0
存入	4	0
季前賽	4	0
學社	4	0
宅男	4	0
宏	4	0
定量	4	0
室友	4	0
宮廷	4	0
宵	4	0
家計會	4	0
密實	4	0
實證	4	0
寫意	4	0
將領	4	0
專上	4	0
專政	4	0
專精	4	0
對陣	4	0
導管	4	0
小手	4	0
尐	4	0
少將	4	0
就手	4	0
尼羅河	4	0
屆時	4	0
山林	4	0
山西	4	0
峭壁	4	0
崔	4	0
嶄新	4	0
嶺南	4	0
工商管理	4	0
工廈	4	0
左手邊	4	0
巨變	4	0
巴士線	4	0
巴拿馬運河	4	0
巴黎鐵塔	4	0
巾	4	0
帶飯	4	0
干	4	0
平年	4	0
底盤	4	0
座標	4	0
廂	4	0
廉政公署	4	0
廖	4	0
廠商	4	0
廣傳	4	0
彈劾	4	0
往來	4	0
往績	4	0
征	4	0
待用	4	0
律師樓	4	0
復元	4	0
微觀	4	0
德育	4	0
德語	4	0
心想事成	4	0
心癮	4	0
心肌梗塞	4	0
必中	4	0
忟	4	0
忠直	4	0
快門	4	0
思想家	4	0
怡和	4	0
急住	4	0
怪異	4	0
怪責	4	0
恆生指數	4	0
恐襲	4	0
恥	4	0
患病	4	0
惠顧	4	0
惡做	4	0
意向	4	0
愛丁堡	4	0
愛錫	4	0
慈善機構	4	0
慘劇	4	0
慘案	4	0
慢動作	4	0
慢性病	4	0
成衣	4	0
戰鬥機	4	0
戲飛	4	0
扁豆	4	0
手尾	4	0
手車	4	0
打低	4	0
打印機	4	0
打咭	4	0
打字機	4	0
打直	4	0
扣除	4	0
找尋	4	0
折返	4	0
押後	4	0
拉布	4	0
拗柴	4	0
招待	4	0
括號	4	0
指意	4	0
挾	4	0
捧場	4	0
捲土重來	4	0
掌上壓	4	0
掛勾	4	0
推算	4	0
提案	4	0
插水	4	0
換轉	4	0
揾笨	4	0
搭乘	4	0
搶嘢	4	0
摩天大廈	4	0
擁躉	4	0
擊鎚	4	0
擔正	4	0
據報	4	0
據悉	4	0
擰轉	4	0
擲	4	0
擴闊	4	0
攜手	4	0
攤位	4	0
攤檔	4	0
支柱	4	0
收取	4	0
收益	4	0
收聽	4	0
改裝	4	0
攻讀	4	0
故居	4	0
敍	4	0
散開	4	0
整定	4	0
數獨	4	0
文化中心	4	0
文體	4	0
斑點	4	0
新嚟	4	0
新女	4	0
新紮	4	0
斷尾	4	0
斷纜	4	0
方針	4	0
日曆	4	0
日漸	4	0
旦	4	0
旨	4	0
旱	4	0
易燃	4	0
時興	4	0
普魯士	4	0
智能手機	4	0
晾乾	4	0
暗病	4	0
暢銷	4	0
暴亂	4	0
曙光	4	0
曲目	4	0
有請	4	0
有骨	4	0
木棉	4	0
木薯	4	0
未婚	4	0
本州	4	0
本澳	4	0
杞子	4	0
果園	4	0
枯	4	0
枯萎	4	0
柑橘	4	0
染色體	4	0
柔和	4	0
柚	4	0
柴油	4	0
校巴	4	0
桂味	4	0
桂花	4	0
桿	4	0
梘	4	0
條毛	4	0
條鐵	4	0
梯級	4	0
棉花糖	4	0
椰菜花	4	0
楓葉	4	0
榕樹	4	0
榨	4	0
樂章	4	0
樓面	4	0
樣式	4	0
樹熊	4	0
樺	4	0
橘	4	0
機鐵	4	0
機長	4	0
橫額	4	0
檔期	4	0
櫃桶	4	0
款項	4	0
歐陽	4	0
正日	4	0
此後	4	0
歷屆	4	0
歷時	4	0
歸類	4	0
死火	4	0
死皮	4	0
殺入	4	0
氦	4	0
氮	4	0
水塘	4	0
水滾	4	0
水煲	4	0
水牛	4	0
汀	4	0
求學	4	0
汕頭	4	0
汝	4	0
污	4	0
污糟邋遢	4	0
沉思	4	0
沙律菜	4	0
沛	4	0
油渣	4	0
泄密	4	0
法包	4	0
法蘭克福	4	0
法蘭西	4	0
波浪	4	0
流行病學	4	0
流逝	4	0
海南島	4	0
海員	4	0
海帶	4	0
海港	4	0
海獅	4	0
海防	4	0
浸親	4	0
涌	4	0
液態	4	0
涼爽	4	0
淘古井	4	0
淨色	4	0
混淆視聽	4	0
清光	4	0
清湯	4	0
港隊	4	0
渺茫	4	0
滋陰	4	0
滑行	4	0
滿佈	4	0
漁村	4	0
演唱	4	0
漫步	4	0
潛水艇	4	0
潤唇膏	4	0
澀	4	0
濾芯	4	0
灌溉	4	0
炎症	4	0
炒價	4	0
為皮	4	0
烏拉圭	4	0
烏煙瘴氣	4	0
烘	4	0
無中生有	4	0
無形中	4	0
無料	4	0
無良	4	0
煩厭	4	0
熱潮	4	0
熾熱	4	0
燈柱	4	0
燈籠	4	0
燈飾	4	0
燕梳	4	0
營業額	4	0
燭光	4	0
燴	4	0
爛鬼	4	0
爬頭	4	0
爵	4	0
牛仔布	4	0
牢固	4	0
特異功能	4	0
特許	4	0
猶如	4	0
獅子山	4	0
獎牌	4	0
獎盃	4	0
玻璃杯	4	0
珍寶	4	0
現年	4	0
瑤	4	0
瓦解	4	0
甘肅	4	0
甜粥	4	0
生殖	4	0
生母	4	0
生粉	4	0
生鏽	4	0
田地	4	0
由上而下	4	0
由細到大	4	0
申請人	4	0
留醫	4	0
畢業禮	4	0
番梘	4	0
畫筆	4	0
異國	4	0
病因	4	0
病症	4	0
痱滋	4	0
發圍	4	0
發票	4	0
白蟻	4	0
白血病	4	0
白頭到老	4	0
盡興	4	0
監考	4	0
盧森堡	4	0
相交	4	0
相會	4	0
相簿	4	0
真情	4	0
眼仔	4	0
眼眸	4	0
睇夜	4	0
睇怕	4	0
瞌眼瞓	4	0
砌機	4	0
砵	4	0
硬度	4	0
碳排放	4	0
磷	4	0
社團	4	0
祠	4	0
福祉	4	0
禹	4	0
科技大學	4	0
稔	4	0
種族歧視	4	0
積聚	4	0
空肚	4	0
突尼斯	4	0
窩心	4	0
立方體	4	0
童心	4	0
符碌	4	0
筍嘢	4	0
箍牙	4	0
節氣	4	0
節錄	4	0
簷	4	0
簽帳	4	0
籤	4	0
米酒	4	0
粟米片	4	0
粟粉	4	0
糖霜	4	0
約旦	4	0
紋路	4	0
納粹	4	0
紛爭	4	0
細路哥	4	0
絨毛	4	0
絮	4	0
統籌	4	0
維珍尼亞	4	0
網紅	4	0
綺	4	0
緊迫	4	0
編織	4	0
績	4	0
繆	4	0
繞	4	0
纖	4	0
纜	4	0
罪案	4	0
美夢	4	0
美觀	4	0
翌日	4	0
翻炒	4	0
老佛爺	4	0
老作	4	0
老姑婆	4	0
耐唔耐	4	0
耳罩	4	0
聘用	4	0
聘請	4	0
聚焦	4	0
聽見	4	0
肉桂	4	0
肉醬	4	0
肉骨茶	4	0
股權	4	0
肢	4	0
肥屍大隻	4	0
肥美	4	0
胃酸	4	0
胎教	4	0
能幹	4	0
脱	4	0
腰果	4	0
膽粗粗	4	0
臨界點	4	0
自然科學	4	0
臺幣	4	0
與別不同	4	0
舊水	4	0
舊約	4	0
航海	4	0
芥末	4	0
花旗	4	0
花椒	4	0
芳香	4	0
苦難	4	0
英哩	4	0
茂盛	4	0
草皮	4	0
荒	4	0
荒地	4	0
荷花	4	0
莊園	4	0
菜脯	4	0
華夏	4	0
落台	4	0
落毒	4	0
落葉	4	0
落袋	4	0
董事局	4	0
葬禮	4	0
蔽	4	0
薄脆	4	0
薏米	4	0
薯餅	4	0
藩	4	0
蘆筍	4	0
蘇維埃	4	0
蚊型	4	0
蚊雞	4	0
蛋黃醬	4	0
蜀	4	0
蜻蜓	4	0
蟶子	4	0
蠕動	4	0
血紅素	4	0
行埋	4	0
行會	4	0
衍	4	0
衝浪	4	0
表層	4	0
被控	4	0
被殺	4	0
被逼	4	0
補助	4	0
補鐘	4	0
褪後	4	0
西伯利亞	4	0
視察	4	0
視網膜	4	0
親友	4	0
解密	4	0
訂位	4	0
訂造	4	0
計數機	4	0
計有	4	0
記念	4	0
訪客	4	0
試點	4	0
話之	4	0
話咁快	4	0
語義	4	0
調位	4	0
謎團	4	0
講到尾	4	0
議價	4	0
譽	4	0
讓位	4	0
讚歎	4	0
讚頌	4	0
豆沙	4	0
豔	4	0
豚	4	0
豬仔包	4	0
財技	4	0
貨倉	4	0
買大	4	0
賤人	4	0
赤小豆	4	0
走資	4	0
走音	4	0
赴	4	0
起名	4	0
起居	4	0
起見	4	0
趨向	4	0
趷	4	0
跪求	4	0
跳蚤市場	4	0
蹤跡	4	0
蹺	4	0
車尾箱	4	0
軟綿綿	4	0
輕柔	4	0
輿論	4	0
轉波	4	0
辭任	4	0
辭去	4	0
農產品	4	0
近親	4	0
退而求其次	4	0
途人	4	0
連日	4	0
進而	4	0
進軍	4	0
遊艇	4	0
過龍	4	0
違	4	0
遮掩	4	0
遮擋	4	0
遺留	4	0
避風塘	4	0
邵	4	0
鄺	4	0
配水庫	4	0
配股	4	0
里數	4	0
重修	4	0
重寫	4	0
金主	4	0
金魚缸	4	0
針紙	4	0
鈔	4	0
銀碼	4	0
銀禧	4	0
鋼材	4	0
錯處	4	0
錶位	4	0
鍛煉	4	0
鎮靜劑	4	0
鑒於	4	0
鑫	4	0
鑽研	4	0
長老	4	0
長通粉	4	0
閃卡	4	0
閃爍	4	0
閉幕	4	0
開估	4	0
開源	4	0
閏年	4	0
闊度	4	0
闊落	4	0
阿四	4	0
阿女	4	0
阿差	4	0
阿爾巴尼亞	4	0
阿茲特克	4	0
附有	4	0
附送	4	0
陰性	4	0
陰陽曆	4	0
陶器	4	0
陽性	4	0
隨行	4	0
隱晦	4	0
雄性	4	0
雛形	4	0
雞同鴨講	4	0
離家出走	4	0
離巢	4	0
雪糕三文治	4	0
雪藏	4	0
電器舖	4	0
電子書	4	0
電子貨幣	4	0
電磁波	4	0
電能	4	0
霹靂	4	0
非正式	4	0
面口	4	0
革新	4	0
鞋墊	4	0
音樂劇	4	0
頂替	4	0
頂頭	4	0
順住	4	0
頭槌	4	0
頸巾	4	0
顧住	4	0
風力	4	0
颳	4	0
颶風	4	0
飆升	4	0
飛仔	4	0
飛線	4	0
飛鏢	4	0
食女	4	0
食環	4	0
飢荒	4	0
飯團	4	0
飯堂	4	0
養份	4	0
養分	4	0
養顏	4	0
餐包	4	0
餐單	4	0
首長	4	0
馬頭圍	4	0
馳	4	0
駅	4	0
駐紮	4	0
騎樓	4	0
骰仔	4	0
高等教育	4	0
魚缸	4	0
魚膠	4	0
鮮果	4	0
鯊	4	0
鰻	4	0
鴉片戰爭	4	0
鵰	4	0
鶴佬	4	0
麟	4	0
麥皮蟲	4	0
黃豆	4	0
黑手黨	4	0
黑色星期五	4	0
點止	4	0
黨籍	4	0
黨魁	4	0
龍船	4	0
不用	3	578
回來	3	381
動詞	3	287
詢問	3	217
昨天	3	206
與否	3	185
兒子	3	76
稱讚	3	70
勢頭	3	69
外出	3	69
進場	3	64
站立	3	40
飽和	3	36
娃娃	3	30
郵政	3	28
個子	3	27
打飛機	3	27
薪水	3	25
胸口	3	22
得多	3	20
愚蠢	3	20
談戀愛	3	20
大腿	3	19
違背	3	19
小孩子	3	18
拐	3	18
自覺	3	18
菜餚	3	18
守門員	3	17
淆	3	17
落空	3	17
悲慘	3	16
對家	3	14
硬幣	3	14
害蟲	3	12
尾巴	3	12
錢包	3	12
中文字	3	11
公布	3	11
大小姐	3	10
經由	3	10
驅逐	3	10
作主	3	9
吻	3	9
心酸	3	9
新奇	3	9
登山	3	9
隔絕	3	9
寡婦	3	8
暴躁	3	8
有餘	3	8
潮文	3	8
男生	3	8
口氣	3	7
小眾	3	7
抹黑	3	7
痛快	3	7
白費	3	7
老婆婆	3	7
講波	3	7
人世	3	6
入職	3	6
出差	3	6
出櫃	3	6
勺	3	6
單據	3	6
埋葬	3	6
學神	3	6
安好	3	6
寶貝	3	6
急停	3	6
打交道	3	6
採購	3	6
收口	3	6
明朗	3	6
極其	3	6
污穢	3	6
混入	3	6
特種	3	6
白天	3	6
股息	3	6
自自然然	3	6
西環	3	6
鋪設	3	6
高爾夫球	3	6
龍友	3	6
亂入	3	5
人際	3	5
勤奮	3	5
呼叫	3	5
大摩	3	5
定力	3	5
尾機	3	5
工藝	3	5
渣古	3	5
特異	3	5
牽掛	3	5
狹窄	3	5
致富	3	5
英寸	3	5
謊言	3	5
遜色	3	5
驚險	3	5
骨位	3	5
黑化	3	5
倒掛	3	4
傲嬌	3	4
大仙	3	4
奴才	3	4
存心	3	4
年少	3	4
強力	3	4
應變	3	4
手氣	3	4
才子	3	4
排期	3	4
搶購	3	4
改行	3	4
架子	3	4
炸開	3	4
焊接	3	4
無反	3	4
熟手	3	4
牙痛	3	4
猶	3	4
眼珠	3	4
瞄準	3	4
神作	3	4
福氣	3	4
肚皮	3	4
茶水	3	4
認輸	3	4
跑腿	3	4
遠處	3	4
雄心	3	4
零用	3	4
中位數	3	3
井底之蛙	3	3
代工	3	3
代溝	3	3
位數	3	3
來世	3	3
保命	3	3
倒塌	3	3
倒戈	3	3
借鑑	3	3
偉論	3	3
偷偷摸摸	3	3
儒家	3	3
內需	3	3
內鬥	3	3
出價	3	3
出題	3	3
到頭來	3	3
劇團	3	3
動作片	3	3
勞損	3	3
包皮	3	3
包養	3	3
區區	3	3
千里眼	3	3
博學	3	3
印證	3	3
厚道	3	3
原罪	3	3
古箏	3	3
叫囂	3	3
可取	3	3
史實	3	3
同義詞	3	3
含蓄	3	3
呻吟	3	3
唱腔	3	3
嘴角	3	3
圓滑	3	3
埋頭苦幹	3	3
執教	3	3
堅決	3	3
墮落	3	3
壓價	3	3
外婆	3	3
外流	3	3
夜機	3	3
大雜燴	3	3
大驚小怪	3	3
大體	3	3
天理	3	3
夫子	3	3
好動	3	3
嫁妝	3	3
孔明	3	3
宗師	3	3
寄生	3	3
崇洋	3	3
崩壞	3	3
工傷	3	3
幫辦	3	3
幻術	3	3
序章	3	3
強權	3	3
後市	3	3
得過且過	3	3
心滿意足	3	3
心電圖	3	3
忍辱負重	3	3
志氣	3	3
忠於	3	3
恩情	3	3
悠長	3	3
意料	3	3
成本價	3	3
戰艦	3	3
打情罵俏	3	3
拖泥帶水	3	3
持平	3	3
挽回	3	3
掌管	3	3
接機	3	3
插曲	3	3
搞清	3	3
操行	3	3
文靜	3	3
文革	3	3
斷章取義	3	3
旁門左道	3	3
春卷	3	3
晚安	3	3
暗號	3	3
暴走	3	3
會談	3	3
本體	3	3
李白	3	3
桌面	3	3
條文	3	3
棟樑	3	3
榮華富貴	3	3
歡送	3	3
正體字	3	3
氣場	3	3
決絕	3	3
河豚	3	3
法拉利	3	3
混血	3	3
渾渾噩噩	3	3
無常	3	3
父權	3	3
片面	3	3
牙石	3	3
牛市	3	3
牛皮	3	3
牛雜	3	3
物主	3	3
物語	3	3
狗官	3	3
現價	3	3
疑心	3	3
疑點	3	3
痰	3	3
發呆	3	3
眉毛	3	3
眼藥水	3	3
破案	3	3
祖宗	3	3
神人	3	3
神級	3	3
禁錮	3	3
稀土	3	3
第三世界	3	3
筆試	3	3
筍工	3	3
紙幣	3	3
素描	3	3
絕世	3	3
絕情	3	3
絲毫	3	3
網吧	3	3
繁體字	3	3
肉搏	3	3
胸肌	3	3
腰帶	3	3
臉色	3	3
自制	3	3
自創	3	3
自吹自擂	3	3
萍水相逢	3	3
萬惡	3	3
蘿蔔糕	3	3
虛偽	3	3
號召力	3	3
蚊帳	3	3
螢火蟲	3	3
行兇	3	3
補考	3	3
裸體	3	3
褪色	3	3
解封	3	3
語癌	3	3
請帖	3	3
諧星	3	3
警力	3	3
讓座	3	3
豪爽	3	3
買斷	3	3
賣國賊	3	3
賭王	3	3
賭神	3	3
賴皮	3	3
走後門	3	3
起薪	3	3
輔導員	3	3
送別	3	3
過去式	3	3
過日子	3	3
還手	3	3
野性	3	3
量產	3	3
銀牌	3	3
長子	3	3
門診	3	3
開盤	3	3
陀螺	3	3
陰間	3	3
雙親	3	3
離間	3	3
頒獎	3	3
領情	3	3
類比	3	3
飲水機	3	3
馬伕	3	3
骨牌	3	3
骯髒	3	3
體格	3	3
高調	3	3
鹹魚	3	3
齊人	3	3
龜頭	3	3
一國兩制	3	2
一如	3	2
一帆風順	3	2
一時之間	3	2
一般而言	3	2
三更半夜	3	2
不單	3	2
並存	3	2
乘機	3	2
乞	3	2
了結	3	2
人山人海	3	2
代用	3	2
似曾相識	3	2
佑	3	2
作勢	3	2
併發症	3	2
俄文	3	2
俗氣	3	2
保護費	3	2
假髮	3	2
停職	3	2
傢俱	3	2
傷及	3	2
傷患	3	2
傷者	3	2
儲值卡	3	2
兄妹	3	2
光芒	3	2
入股	3	2
凝結	3	2
出外	3	2
分區	3	2
分家	3	2
切入	3	2
刺蝟	3	2
前前後後	3	2
加注	3	2
動感	3	2
勵志	3	2
千篇一律	3	2
半信半疑	3	2
半夜三更	3	2
協力	3	2
厭世	3	2
參戰	3	2
參透	3	2
台南	3	2
台妹	3	2
同盟	3	2
名宿	3	2
含糊	3	2
命題	3	2
善心	3	2
嘲諷	3	2
嘴臉	3	2
囂張	3	2
回本	3	2
國軍	3	2
外借	3	2
多多少少	3	2
大和	3	2
大字報	3	2
奇異果	3	2
奇遇	3	2
奚落	3	2
女鬼	3	2
好聲好氣	3	2
存亡	3	2
學牌	3	2
安樂窩	3	2
家暴	3	2
宿敵	3	2
實例	3	2
寶劍	3	2
寶箱	3	2
封路	3	2
射箭	3	2
專長	3	2
少之又少	3	2
尖咀	3	2
就位	3	2
居留權	3	2
屈就	3	2
展品	3	2
屙尿	3	2
工夫	3	2
工展會	3	2
帝王	3	2
帶路	3	2
年老	3	2
廣東歌	3	2
引申	3	2
引退	3	2
徒弟	3	2
復甦	3	2
必殺技	3	2
忠心	3	2
怒氣	3	2
恩怨	3	2
情婦	3	2
情慾	3	2
情懷	3	2
感嘆	3	2
慨嘆	3	2
應戰	3	2
懸念	3	2
成婚	3	2
戰線	3	2
房車	3	2
打動	3	2
扶手	3	2
把關	3	2
抵擋	3	2
拉扯	3	2
持久力	3	2
持之以恆	3	2
指正	3	2
挖角	3	2
授課	3	2
接應	3	2
推撞	3	2
掩	3	2
揉合	3	2
插隊	3	2
換季	3	2
摸索	3	2
操守	3	2
支配	3	2
故宮	3	2
救濟	3	2
救生員	3	2
教廷	3	2
整潔	3	2
斬首	3	2
旅費	3	2
日食	3	2
早退	3	2
時下	3	2
晶瑩剔透	3	2
有目共睹	3	2
有禮	3	2
朋輩	3	2
林林總總	3	2
某某	3	2
欠薪	3	2
欲望	3	2
歌舞	3	2
歸宿	3	2
歸屬感	3	2
死訊	3	2
死路一條	3	2
殘舊	3	2
殘餘	3	2
殺戮	3	2
母愛	3	2
民事	3	2
民心	3	2
求愛	3	2
汰	3	2
流質	3	2
淫蕩	3	2
清一色	3	2
潔癖	3	2
濃烈	3	2
無悔	3	2
無補於事	3	2
照單全收	3	2
熊市	3	2
燒錢	3	2
爆發力	3	2
爆裂	3	2
爪牙	3	2
物色	3	2
特例	3	2
特訓	3	2
珠江三角洲	3	2
生火	3	2
男人味	3	2
留白	3	2
異樣	3	2
疲於奔命	3	2
癱瘓	3	2
發神經	3	2
發自	3	2
發言人	3	2
白眼	3	2
百家樂	3	2
皇天	3	2
相安無事	3	2
知己	3	2
知識分子	3	2
短篇	3	2
示好	3	2
私奔	3	2
科舉	3	2
稱號	3	2
積水	3	2
空洞	3	2
童顏	3	2
筆劃	3	2
精簡	3	2
紅海	3	2
純真	3	2
紙牌	3	2
絕無僅有	3	2
經手	3	2
綠表	3	2
罪證	3	2
義氣	3	2
老成	3	2
職級	3	2
背叛	3	2
腳掌	3	2
自責	3	2
自費	3	2
致辭	3	2
舊金山	3	2
良知	3	2
色盲	3	2
芥蒂	3	2
花市	3	2
荒島	3	2
荼毒	3	2
華沙	3	2
號召	3	2
蚤	3	2
衷心	3	2
裸照	3	2
見仁見智	3	2
覓食	3	2
角力	3	2
誤殺	3	2
課外	3	2
諒解	3	2
講學	3	2
豪情	3	2
負數	3	2
賣身	3	2
走動	3	2
走火入魔	3	2
趕上	3	2
趟	3	2
迎面	3	2
逃生	3	2
通貨膨脹	3	2
遂	3	2
道地	3	2
遺物	3	2
邊際	3	2
鄉音	3	2
醜惡	3	2
醫管局	3	2
重逢	3	2
鈴聲	3	2
鋤	3	2
鋼筋	3	2
鏗鏘	3	2
長官	3	2
長跑	3	2
門生	3	2
閒置	3	2
阻塞	3	2
陰天	3	2
陸陸續續	3	2
隔壁	3	2
隔夜	3	2
隔音	3	2
隨傳隨到	3	2
難民營	3	2
電碼	3	2
電話線	3	2
霸主	3	2
鞍	3	2
音讀	3	2
頁數	3	2
順理成章	3	2
預購	3	2
飛彈	3	2
養女	3	2
鬆手	3	2
鬥志	3	2
魔王	3	2
魚腩	3	2
鮮血	3	2
黑幕	3	2
黑幫	3	2
CEO	3	1
X光	3	1
三級片	3	1
世家	3	1
主帥	3	1
乒乓球	3	1
乳頭	3	1
事例	3	1
五行	3	1
亞裔	3	1
交貨	3	1
人妖	3	1
人情味	3	1
人材	3	1
今早	3	1
仰慕	3	1
估值	3	1
低沉	3	1
低腰	3	1
何其	3	1
作嘔	3	1
依附	3	1
侵權	3	1
保管	3	1
修長	3	1
倒車	3	1
偏頗	3	1
健全	3	1
傑作	3	1
備戰	3	1
備註	3	1
傳道	3	1
僕人	3	1
僧人	3	1
充裕	3	1
光輝	3	1
免除	3	1
兩極	3	1
公益	3	1
凝望	3	1
凡士林	3	1
出乎意料	3	1
分娩	3	1
分紅	3	1
切割	3	1
